plate_id,sample,sample_type,target,target_type,dye,reaction,wells,corr_cq
QQP000063,153309,std,E gene,toi,FAM,singleplex,I23,30.96629603239808
QQP000063,83790,std,E gene,toi,FAM,singleplex,K13,35.702026917796076
QQP000063,153310,std,E gene,toi,FAM,singleplex,K23,16.20870337563808
QQP000067,42130,std,E gene,toi,FAM,singleplex,C8,15.516335890092577
QQP000067,111650,std,E gene,toi,FAM,singleplex,C18,20.96242075794358
QQP000067,420,std,E gene,toi,FAM,singleplex,G2,26.940417021861577
QQP000067,111653,std,E gene,toi,FAM,singleplex,I18,21.30273269729458
QQP000067,139461,std,E gene,toi,FAM,singleplex,I22,24.12716592393358
QQP000067,14328,std,E gene,toi,FAM,singleplex,O4,30.59637731603358
QQP000067,111656,std,E gene,toi,FAM,singleplex,O18,25.15732058056458
QQP000070,28273,std,E gene,toi,FAM,singleplex,A6,35.031492858223075
QQP000070,42177,std,E gene,toi,FAM,singleplex,A8,27.13701002447308
QQP000070,69989,std,E gene,toi,FAM,singleplex,I12,32.88016251297809
QQP000073,125650,std,E gene,toi,FAM,singleplex,C20,35.06099189484208
QQP000073,83940,std,E gene,toi,FAM,singleplex,G14,20.59331550961308
QQP000073,153461,std,E gene,toi,FAM,singleplex,I24,35.14269937804008
QQP000073,70038,std,E gene,toi,FAM,singleplex,K12,31.150993374656082
QQP000073,111751,std,E gene,toi,FAM,singleplex,M18,27.09010824604308
QQP000073,83944,std,E gene,toi,FAM,singleplex,O14,18.06630783004508
QQP000073,111752,std,E gene,toi,FAM,singleplex,O18,19.623518491428083
QQP000074,42243,std,E gene,toi,FAM,singleplex,E8,18.95964139598908
QQP000074,83957,std,E gene,toi,FAM,singleplex,I14,11.74052346044608
QQP000074,14438,std,E gene,toi,FAM,singleplex,K4,36.74972814996808
QQP000075,14462,std,E gene,toi,FAM,singleplex,K3,33.568812741013076
QQP000076,14465,std,E gene,toi,FAM,singleplex,A4,35.96243157815608
QQP000076,28369,std,E gene,toi,FAM,singleplex,A6,30.54844827234608
QQP000076,562,std,E gene,toi,FAM,singleplex,C2,17.97734421797808
QQP000076,14469,std,E gene,toi,FAM,singleplex,I4,28.307341873713078
QQP000076,14470,std,E gene,toi,FAM,singleplex,K4,36.29512877572508
QQP000076,56182,std,E gene,toi,FAM,singleplex,K10,35.74257470404208
QQP000076,14471,std,E gene,toi,FAM,singleplex,M4,25.72917051857808
QQP000080,42321,std,E gene,toi,FAM,singleplex,A8,34.61045706073759
QQP000080,97937,std,E gene,toi,FAM,singleplex,A16,33.973657074011584
QQP000080,84036,std,E gene,toi,FAM,singleplex,G14,25.782558771274584
QQP000080,97941,std,E gene,toi,FAM,singleplex,I16,31.983691583501585
QQP000080,28422,std,E gene,toi,FAM,singleplex,K6,22.53734252512358
QQP000080,620,std,E gene,toi,FAM,singleplex,G1,34.74255605094058
QQP000080,139660,std,E gene,toi,FAM,singleplex,G21,34.96223589416158
QQP000097,98169,std,E gene,toi,FAM,singleplex,A15,31.594197387069084
QQP000097,139882,std,E gene,toi,FAM,singleplex,C21,30.776780630632082
QQP000097,42556,std,E gene,toi,FAM,singleplex,G7,29.016556054677082
QQP000097,14749,std,E gene,toi,FAM,singleplex,I3,15.54050430049908
QQP000097,28653,std,E gene,toi,FAM,singleplex,I5,27.28954302336608
QQP000097,56464,std,E gene,toi,FAM,singleplex,O9,31.99986434031508
QQP000109,126164,std,E gene,toi,FAM,singleplex,G20,32.19445795698908
QQP000109,126167,std,E gene,toi,FAM,singleplex,M20,31.30409779947308
QQP000109,140071,std,E gene,toi,FAM,singleplex,M22,31.355828621766083
QQP000109,98360,std,E gene,toi,FAM,singleplex,O16,32.35683362874208
QQP000109,126168,std,E gene,toi,FAM,singleplex,O20,27.99783344223908
QQP000111,70580,std,E gene,toi,FAM,singleplex,G12,18.823092921231584
QQP000111,98389,std,E gene,toi,FAM,singleplex,I16,21.648983201392582
QQP000111,70582,std,E gene,toi,FAM,singleplex,K12,33.552642289581584
QQP000111,112294,std,E gene,toi,FAM,singleplex,K18,25.122508287385582
QQP000111,140102,std,E gene,toi,FAM,singleplex,K22,27.402958014741582
QQP000111,28871,std,E gene,toi,FAM,singleplex,M6,20.931942470080582
QQP000114,1105,std,E gene,toi,FAM,singleplex,A2,33.75295038574308
QQP000114,84532,std,E gene,toi,FAM,singleplex,G14,31.186700299840084
QQP000114,112342,std,E gene,toi,FAM,singleplex,K18,29.575830651823082
QQP000116,28954,std,E gene,toi,FAM,singleplex,C5,22.60373331915408
QQP000116,98475,std,E gene,toi,FAM,singleplex,E15,28.68685069320908
QQP000116,84572,std,E gene,toi,FAM,singleplex,G13,30.307411740158084
QQP000116,112380,std,E gene,toi,FAM,singleplex,G17,26.080853123636082
QQP000116,98480,std,E gene,toi,FAM,singleplex,O15,22.28758991358208
QQP000120,42921,std,E gene,toi,FAM,singleplex,A7,20.576964378206082
QQP000120,1212,std,E gene,toi,FAM,singleplex,G1,19.80267149959008
QQP000120,126350,std,E gene,toi,FAM,singleplex,K19,29.176748298153083
QQP000120,15119,std,E gene,toi,FAM,singleplex,M3,27.87014351344208
QQP000120,70735,std,E gene,toi,FAM,singleplex,M11,24.91094105030708
QQP000128,126457,std,E gene,toi,FAM,singleplex,A19,29.43880431964108
QQP000128,140361,std,E gene,toi,FAM,singleplex,A21,32.72074160813508
QQP000128,1323,std,E gene,toi,FAM,singleplex,E1,18.29747879069708
QQP000128,56939,std,E gene,toi,FAM,singleplex,E9,31.744826996643077
QQP000128,15229,std,E gene,toi,FAM,singleplex,I3,27.30134315380508
QQP000128,126462,std,E gene,toi,FAM,singleplex,K19,31.59042649911708
QQP000128,140367,std,E gene,toi,FAM,singleplex,M21,29.98643596394708
QQP000128,70848,std,E gene,toi,FAM,singleplex,O11,29.90439142453608
QQP000129,1339,std,E gene,toi,FAM,singleplex,E1,28.258608263069082
QQP000129,154286,std,E gene,toi,FAM,singleplex,K23,31.18646510419108
QQP000129,43056,std,E gene,toi,FAM,singleplex,O7,26.65161799966708
QQP000131,126497,std,E gene,toi,FAM,singleplex,A20,15.691950244805078
QQP000131,140401,std,E gene,toi,FAM,singleplex,A22,17.613256614369078
QQP000131,43074,std,E gene,toi,FAM,singleplex,C8,17.35665667188408
QQP000131,56978,std,E gene,toi,FAM,singleplex,C10,18.98458633191208
QQP000131,112594,std,E gene,toi,FAM,singleplex,C18,28.57723405166508
QQP000131,43077,std,E gene,toi,FAM,singleplex,I8,24.44134911879408
QQP000131,56984,std,E gene,toi,FAM,singleplex,O10,13.757377715819079
QQP000131,1370,std,E gene,toi,FAM,singleplex,C1,11.364451948454079
QQP000131,84795,std,E gene,toi,FAM,singleplex,E13,24.48589521138008
QQP000132,1378,std,E gene,toi,FAM,singleplex,C2,26.97744037092808
QQP000132,56996,std,E gene,toi,FAM,singleplex,G10,23.96483685340408
QQP000132,43093,std,E gene,toi,FAM,singleplex,I8,23.20230394195508
QQP000132,43094,std,E gene,toi,FAM,singleplex,K8,29.38832661117708
QQP000132,70905,std,E gene,toi,FAM,singleplex,A11,16.82910510124908
QQP000132,140428,std,E gene,toi,FAM,singleplex,G21,15.819065318962078
QQP000132,140429,std,E gene,toi,FAM,singleplex,I21,30.96939622624608
QQP000132,15296,std,E gene,toi,FAM,singleplex,O3,21.40579440774008
QQP000132,126528,std,E gene,toi,FAM,singleplex,O19,22.44439871274108
QQP000134,154353,std,E gene,toi,FAM,singleplex,A24,30.50699150275308
QQP000134,29222,std,E gene,toi,FAM,singleplex,K6,24.139452317364082
QQP000134,43126,std,E gene,toi,FAM,singleplex,K8,33.26442919457608
QQP000134,43128,std,E gene,toi,FAM,singleplex,O8,36.108692682713084
QQP000134,112648,std,E gene,toi,FAM,singleplex,O18,30.168743347027082
QQP000135,15338,std,E gene,toi,FAM,singleplex,C3,16.38990245120658
QQP000135,1437,std,E gene,toi,FAM,singleplex,I1,17.14948491604258
QQP000135,140478,std,E gene,toi,FAM,singleplex,K21,12.875647955031582
QQP000135,154382,std,E gene,toi,FAM,singleplex,K23,32.31040341708158
QQP000135,29247,std,E gene,toi,FAM,singleplex,M5,25.34546227415158
QQP000135,98768,std,E gene,toi,FAM,singleplex,O15,30.33247052185558
QQP000136,15353,std,E gene,toi,FAM,singleplex,A3,28.45362580246958
QQP000136,1450,std,E gene,toi,FAM,singleplex,C1,24.05485493475658
QQP000136,112682,std,E gene,toi,FAM,singleplex,C17,31.594619041737577
QQP000136,140492,std,E gene,toi,FAM,singleplex,G21,25.98187306077258
QQP000136,112685,std,E gene,toi,FAM,singleplex,I17,27.17884276445858
QQP000138,140513,std,E gene,toi,FAM,singleplex,A22,17.207569019486584
QQP000138,126611,std,E gene,toi,FAM,singleplex,E20,16.31538212317758
QQP000138,140517,std,E gene,toi,FAM,singleplex,I22,15.579383621843583
QQP000138,57096,std,E gene,toi,FAM,singleplex,O10,24.271678956352584
QQP000138,84904,std,E gene,toi,FAM,singleplex,O14,21.616540604521582
QQP000139,15395,std,E gene,toi,FAM,singleplex,E4,30.23159942707108
QQP000139,15397,std,E gene,toi,FAM,singleplex,I4,24.78579074155608
QQP000139,140533,std,E gene,toi,FAM,singleplex,I22,29.64379096707208
QQP000139,154437,std,E gene,toi,FAM,singleplex,I24,30.772021758821083
QQP000139,57110,std,E gene,toi,FAM,singleplex,K10,22.95992412212608
QQP000139,43207,std,E gene,toi,FAM,singleplex,M8,25.253326767990078
QQP000139,1496,std,E gene,toi,FAM,singleplex,O2,17.63756091892808
QQP000139,15400,std,E gene,toi,FAM,singleplex,O4,20.36861025914508
QQP000139,154441,std,E gene,toi,FAM,singleplex,A23,27.020404861345078
QQP000139,29306,std,E gene,toi,FAM,singleplex,C5,31.29227458253208
QQP000139,154442,std,E gene,toi,FAM,singleplex,C23,33.23929515551908
QQP000139,84925,std,E gene,toi,FAM,singleplex,I13,31.690117758221078
QQP000139,15407,std,E gene,toi,FAM,singleplex,M3,26.71321066193008
QQP000139,84927,std,E gene,toi,FAM,singleplex,M13,31.212424510361082
QQP000143,71077,std,E gene,toi,FAM,singleplex,I12,26.804509775287578
QQP000143,126693,std,E gene,toi,FAM,singleplex,I20,16.571603497629578
QQP000143,98886,std,E gene,toi,FAM,singleplex,K16,35.09663470659558
QQP000143,15463,std,E gene,toi,FAM,singleplex,M4,36.376951041522574
QQP000143,43271,std,E gene,toi,FAM,singleplex,M8,31.306505697022576
QQP000143,1560,std,E gene,toi,FAM,singleplex,O2,14.361093465480579
QQP000150,140705,std,E gene,toi,FAM,singleplex,A22,17.691820000354582
QQP000150,29476,std,E gene,toi,FAM,singleplex,G6,16.651211310525582
QQP000150,154613,std,E gene,toi,FAM,singleplex,I24,15.315065714334583
QQP000150,112902,std,E gene,toi,FAM,singleplex,K18,19.676308264005584
QQP000150,29479,std,E gene,toi,FAM,singleplex,M6,21.122171803341583
QQP000150,1672,std,E gene,toi,FAM,singleplex,O2,28.909143131552582
QQP000151,154635,std,E gene,toi,FAM,singleplex,E23,28.77031055628958
QQP000151,154636,std,E gene,toi,FAM,singleplex,G23,20.79966130573858
QQP000151,154637,std,E gene,toi,FAM,singleplex,I23,26.43938349094858
QQP000153,99041,std,E gene,toi,FAM,singleplex,A16,25.12538704243358
QQP000153,29522,std,E gene,toi,FAM,singleplex,C6,14.987531425984582
QQP000153,71235,std,E gene,toi,FAM,singleplex,E12,24.73331951086458
QQP000153,1716,std,E gene,toi,FAM,singleplex,G2,24.10409464523558
QQP000153,154662,std,E gene,toi,FAM,singleplex,K24,24.92232826100458
QQP000153,140759,std,E gene,toi,FAM,singleplex,M22,16.00462804430158
QQP000153,112952,std,E gene,toi,FAM,singleplex,O18,25.65707508222658
QQP000153,140760,std,E gene,toi,FAM,singleplex,O22,12.831963538344581
QQP000153,112954,std,E gene,toi,FAM,singleplex,C17,26.378371666699582
QQP000153,99051,std,E gene,toi,FAM,singleplex,E15,19.76337520643558
QQP000153,154667,std,E gene,toi,FAM,singleplex,E23,30.05192110941358
QQP000153,126860,std,E gene,toi,FAM,singleplex,G19,28.77040287681558
QQP000153,99054,std,E gene,toi,FAM,singleplex,K15,15.952779145961582
QQP000153,126863,std,E gene,toi,FAM,singleplex,M19,18.43912583841458
QQP000154,154676,std,E gene,toi,FAM,singleplex,G24,24.04924164723208
QQP000155,126890,std,E gene,toi,FAM,singleplex,C19,19.38177033865708
QQP000155,140796,std,E gene,toi,FAM,singleplex,G21,23.48724331804908
QQP000155,140797,std,E gene,toi,FAM,singleplex,I21,22.84437464464708
QQP000155,154701,std,E gene,toi,FAM,singleplex,I23,26.57275243769208
QQP000155,99087,std,E gene,toi,FAM,singleplex,M15,24.16749678520108
QQP000155,85184,std,E gene,toi,FAM,singleplex,O13,24.19773544013008
QQP000157,1777,std,E gene,toi,FAM,singleplex,A2,19.46995047062558
QQP000157,29586,std,E gene,toi,FAM,singleplex,C6,35.211305239794584
QQP000157,15683,std,E gene,toi,FAM,singleplex,E4,30.751187761296578
QQP000157,29587,std,E gene,toi,FAM,singleplex,E6,20.02022778175058
QQP000157,57396,std,E gene,toi,FAM,singleplex,G10,33.52370032237158
QQP000157,85204,std,E gene,toi,FAM,singleplex,G14,32.92923426802658
QQP000157,1783,std,E gene,toi,FAM,singleplex,M2,32.23638502842458
QQP000158,99121,std,E gene,toi,FAM,singleplex,A16,31.196596052567077
QQP000158,154738,std,E gene,toi,FAM,singleplex,C24,21.19066743348708
QQP000158,140836,std,E gene,toi,FAM,singleplex,G22,26.13393738980608
QQP000158,126936,std,E gene,toi,FAM,singleplex,O20,27.42634487426608
QQP000160,71345,std,E gene,toi,FAM,singleplex,A12,30.537861310021082
QQP000160,57443,std,E gene,toi,FAM,singleplex,E10,22.93808562100908
QQP000160,15738,std,E gene,toi,FAM,singleplex,C3,22.350847681249082
QQP000160,1837,std,E gene,toi,FAM,singleplex,I1,21.54555149147108
QQP000162,113090,std,E gene,toi,FAM,singleplex,C18,27.98646382334408
QQP000162,71379,std,E gene,toi,FAM,singleplex,E12,31.87793995933408
QQP000162,154803,std,E gene,toi,FAM,singleplex,E24,28.871916688395082
QQP000162,71382,std,E gene,toi,FAM,singleplex,K12,28.57988503250008
QQP000162,126998,std,E gene,toi,FAM,singleplex,K20,24.74427712579808
QQP000162,154806,std,E gene,toi,FAM,singleplex,K24,25.433682782982082
QQP000162,1864,std,E gene,toi,FAM,singleplex,O2,31.30252443270808
QQP000162,43576,std,E gene,toi,FAM,singleplex,O8,19.48981401085108
QQP000163,71393,std,E gene,toi,FAM,singleplex,A12,29.920230267813082
QQP000163,99205,std,E gene,toi,FAM,singleplex,I16,23.189223940628082
QQP000163,71400,std,E gene,toi,FAM,singleplex,O12,26.32738724803108
QQP000163,85304,std,E gene,toi,FAM,singleplex,O14,29.77556879562308
QQP000165,57532,std,E gene,toi,FAM,singleplex,G9,26.62243438635008
QQP000165,99244,std,E gene,toi,FAM,singleplex,G15,25.110834584338082
QQP000165,43630,std,E gene,toi,FAM,singleplex,K7,27.62801618339208
QQP000165,99246,std,E gene,toi,FAM,singleplex,K15,30.24704332272108
QQP000165,57535,std,E gene,toi,FAM,singleplex,M9,28.69815575226108
QQP000167,99265,std,E gene,toi,FAM,singleplex,A16,29.20330164354008
QQP000167,154881,std,E gene,toi,FAM,singleplex,A24,29.039166186829082
QQP000167,43650,std,E gene,toi,FAM,singleplex,C8,27.92967054962108
QQP000167,43653,std,E gene,toi,FAM,singleplex,I8,27.72783977418008
QQP000167,57558,std,E gene,toi,FAM,singleplex,K10,29.64174660939608
QQP000167,71462,std,E gene,toi,FAM,singleplex,K12,32.20050707383608
QQP000168,140993,std,E gene,toi,FAM,singleplex,A22,15.73505911083408
QQP000168,15860,std,E gene,toi,FAM,singleplex,G4,27.97417293593308
QQP000168,140996,std,E gene,toi,FAM,singleplex,G22,22.20149162621608
QQP000168,15861,std,E gene,toi,FAM,singleplex,I4,27.39456705361208
QQP000168,29766,std,E gene,toi,FAM,singleplex,K6,29.11391781039308
QQP000169,154921,std,E gene,toi,FAM,singleplex,A23,19.88132742369008
QQP000169,1978,std,E gene,toi,FAM,singleplex,C1,22.27247532613708
QQP000169,29786,std,E gene,toi,FAM,singleplex,C5,21.95616555546308
QQP000169,1980,std,E gene,toi,FAM,singleplex,G1,25.17315926129108
QQP000169,43692,std,E gene,toi,FAM,singleplex,G7,24.151652765173083
QQP000169,99308,std,E gene,toi,FAM,singleplex,G15,26.92779578200308
QQP000171,99333,std,E gene,toi,FAM,singleplex,I16,20.005441837677083
QQP000172,113257,std,E gene,toi,FAM,singleplex,A17,20.161853937883578
QQP000172,127161,std,E gene,toi,FAM,singleplex,A19,19.047042673778577
QQP000172,85451,std,E gene,toi,FAM,singleplex,E13,28.37541366554158
QQP000172,154971,std,E gene,toi,FAM,singleplex,E23,22.98250200964758
QQP000172,113260,std,E gene,toi,FAM,singleplex,G17,29.15763008726858
QQP000172,2030,std,E gene,toi,FAM,singleplex,K1,25.360005498990578
QQP000172,29839,std,E gene,toi,FAM,singleplex,M5,23.37994639581158
QQP000172,15936,std,E gene,toi,FAM,singleplex,O3,17.81102819182258
QQP000173,71554,std,E gene,toi,FAM,singleplex,C12,27.481355180451082
QQP000173,71556,std,E gene,toi,FAM,singleplex,G12,18.315566205757083
QQP000173,29847,std,E gene,toi,FAM,singleplex,M6,26.347313926691083
QQP000173,141080,std,E gene,toi,FAM,singleplex,O22,21.23086250487308
QQP000173,71564,std,E gene,toi,FAM,singleplex,G11,18.77572143122008
QQP000173,154988,std,E gene,toi,FAM,singleplex,G23,25.53211854701308
QQP000173,57661,std,E gene,toi,FAM,singleplex,I9,22.217930439103082
QQP000174,141099,std,E gene,toi,FAM,singleplex,E21,33.81933038999808
QQP000174,2062,std,E gene,toi,FAM,singleplex,K1,30.384347456023082
QQP000174,71583,std,E gene,toi,FAM,singleplex,M11,27.50819834966508
QQP000174,127200,std,E gene,toi,FAM,singleplex,O19,20.56337521788808
QQP000174,141104,std,E gene,toi,FAM,singleplex,O21,32.86727997754108
QQP000175,57683,std,E gene,toi,FAM,singleplex,E10,25.68891701274958
QQP000175,2070,std,E gene,toi,FAM,singleplex,K2,32.46651399589958
QQP000175,2075,std,E gene,toi,FAM,singleplex,E1,33.47584769363558
QQP000175,127216,std,E gene,toi,FAM,singleplex,O19,29.82413722842058
QQP000176,57697,std,E gene,toi,FAM,singleplex,A10,20.13688030527308
QQP000176,15986,std,E gene,toi,FAM,singleplex,C4,24.53760546748608
QQP000176,57698,std,E gene,toi,FAM,singleplex,C10,30.458932050230082
QQP000176,2085,std,E gene,toi,FAM,singleplex,I2,26.91554694911408
QQP000176,2086,std,E gene,toi,FAM,singleplex,K2,15.794621336412082
QQP000176,15990,std,E gene,toi,FAM,singleplex,K4,16.29619307726708
QQP000176,127222,std,E gene,toi,FAM,singleplex,K20,27.780559292382083
QQP000176,2094,std,E gene,toi,FAM,singleplex,K1,30.178662223829082
QQP000176,71615,std,E gene,toi,FAM,singleplex,M11,29.44324575573508
QQP000178,2118,std,E gene,toi,FAM,singleplex,K2,26.47929370125558
QQP000178,71645,std,E gene,toi,FAM,singleplex,I11,31.83331082507258
QQP000181,57781,std,E gene,toi,FAM,singleplex,I10,31.516030936253085
QQP000181,99496,std,E gene,toi,FAM,singleplex,O16,19.89503495174208
QQP000184,2209,std,E gene,toi,FAM,singleplex,A2,15.768150946907578
QQP000184,99537,std,E gene,toi,FAM,singleplex,A16,24.49706378210658
QQP000184,113441,std,E gene,toi,FAM,singleplex,A18,22.474254522579578
QQP000184,2210,std,E gene,toi,FAM,singleplex,C2,30.79686393468158
QQP000184,113444,std,E gene,toi,FAM,singleplex,G18,29.71944442881258
QQP000184,85640,std,E gene,toi,FAM,singleplex,O14,23.20259493503658
QQP000184,127352,std,E gene,toi,FAM,singleplex,O20,28.602178654184577
QQP000184,2217,std,E gene,toi,FAM,singleplex,A1,28.695384771048577
QQP000185,2231,std,E gene,toi,FAM,singleplex,M2,32.13903171792458
QQP000188,85701,std,E gene,toi,FAM,singleplex,I14,26.59766273942808
QQP000189,2291,std,E gene,toi,FAM,singleplex,E2,20.112714337119584
QQP000189,2292,std,E gene,toi,FAM,singleplex,G2,19.591607383584584
QQP000189,16199,std,E gene,toi,FAM,singleplex,M4,32.47905773524758
QQP000189,57911,std,E gene,toi,FAM,singleplex,M10,21.55931828238858
QQP000189,16207,std,E gene,toi,FAM,singleplex,M3,28.318244056832583
QQP000191,30132,std,E gene,toi,FAM,singleplex,G6,23.55288917927808
QQP000192,85773,std,E gene,toi,FAM,singleplex,I13,28.55252735561558
QQP000192,127485,std,E gene,toi,FAM,singleplex,I19,32.10338518322358
QQP000193,30170,std,E gene,toi,FAM,singleplex,C5,31.52696494228408
QQP000194,113603,std,E gene,toi,FAM,singleplex,E18,24.903960781896078
QQP000194,44084,std,E gene,toi,FAM,singleplex,G8,33.786246406223086
QQP000194,30182,std,E gene,toi,FAM,singleplex,K6,21.88206742563108
QQP000194,30183,std,E gene,toi,FAM,singleplex,M6,26.31537539266208
QQP000194,71897,std,E gene,toi,FAM,singleplex,A11,31.06188656200108
QQP000194,99705,std,E gene,toi,FAM,singleplex,A15,22.24435264394508
QQP000194,30190,std,E gene,toi,FAM,singleplex,K5,33.157444420507076
QQP000197,141458,std,E gene,toi,FAM,singleplex,C22,17.871863156643577
QQP000197,127563,std,E gene,toi,FAM,singleplex,E19,23.94588780412358
QQP000197,85853,std,E gene,toi,FAM,singleplex,I13,31.54653071062558
QQP000197,85855,std,E gene,toi,FAM,singleplex,M13,28.79527858871358
QQP000197,113664,std,E gene,toi,FAM,singleplex,O17,29.80197785172858
QQP000198,44153,std,E gene,toi,FAM,singleplex,A7,20.16457140801558
QQP000198,58059,std,E gene,toi,FAM,singleplex,E9,33.29217300195858
QQP000198,71963,std,E gene,toi,FAM,singleplex,E11,30.96191535223458
QQP000198,44156,std,E gene,toi,FAM,singleplex,G7,34.26491057006358
QQP000198,30253,std,E gene,toi,FAM,singleplex,I5,32.70996117314958
QQP000198,44157,std,E gene,toi,FAM,singleplex,I7,35.04080057507558
QQP000198,85869,std,E gene,toi,FAM,singleplex,I13,34.41472762067158
QQP000199,58067,std,E gene,toi,FAM,singleplex,E10,24.259290056734077
QQP000199,141492,std,E gene,toi,FAM,singleplex,G22,15.757205940565079
QQP000199,30262,std,E gene,toi,FAM,singleplex,K6,15.40833750488708
QQP000199,44167,std,E gene,toi,FAM,singleplex,M8,25.16310087159808
QQP000199,58072,std,E gene,toi,FAM,singleplex,O10,15.67482938128708
QQP000202,2497,std,E gene,toi,FAM,duplex,A2,20.860743005938083
QQP000203,85945,std,E gene,toi,FAM,duplex,A13,17.887499983874083
QQP000203,44237,std,E gene,toi,FAM,duplex,I7,27.196755224351083
QQP000204,155475,std,E gene,toi,FAM,duplex,E24,29.903317245503583
QQP000205,16452,std,E gene,toi,FAM,duplex,G4,27.62755308573458
QQP000205,16454,std,E gene,toi,FAM,duplex,K4,26.450863147971578
QQP000205,127696,std,E gene,toi,FAM,duplex,O19,19.619275160677578
QQP000206,127706,std,E gene,toi,FAM,duplex,C19,23.38794020118758
QQP000206,141611,std,E gene,toi,FAM,duplex,E21,23.41907574676458
QQP000206,113806,std,E gene,toi,FAM,duplex,K17,27.12462598929958
QQP000206,85999,std,E gene,toi,FAM,duplex,M13,27.20314930059958
QQP000206,127711,std,E gene,toi,FAM,duplex,M19,28.48306027404858
QQP000206,99904,std,E gene,toi,FAM,duplex,O15,28.576919248811578
QQP000208,30402,std,E gene,toi,FAM,duplex,C6,17.58649201443058
QQP000208,86025,std,E gene,toi,FAM,duplex,A13,22.96547104820258
QQP000208,113833,std,E gene,toi,FAM,duplex,A17,20.75421954800358
QQP000208,72123,std,E gene,toi,FAM,duplex,E11,15.778752085567579
QQP000208,99931,std,E gene,toi,FAM,duplex,E15,18.24356261295858
QQP000208,155550,std,E gene,toi,FAM,duplex,K23,27.05236475394058
QQP000208,2608,std,E gene,toi,FAM,duplex,O1,25.74031520835858
QQP000209,99943,std,E gene,toi,FAM,duplex,M16,20.17438140677358
QQP000210,113858,std,E gene,toi,FAM,duplex,C18,21.99646693237358
QQP000210,127768,std,E gene,toi,FAM,duplex,O20,24.21782433023258
QQP000210,44348,std,E gene,toi,FAM,duplex,G7,31.18613640818258
QQP000210,141676,std,E gene,toi,FAM,duplex,G21,32.07798036481758
QQP000210,16542,std,E gene,toi,FAM,duplex,K3,31.288202705853582
QQP000210,141678,std,E gene,toi,FAM,duplex,K21,31.48434263815558
QQP000211,155585,std,E gene,toi,FAM,duplex,A24,29.531158786142083
QQP000212,141698,std,E gene,toi,FAM,duplex,C22,21.57943959308558
QQP000212,155602,std,E gene,toi,FAM,duplex,C24,29.40918699708158
QQP000217,72262,std,E gene,toi,FAM,duplex,K12,27.185862849841083
QQP000219,100097,std,E gene,toi,FAM,duplex,A16,20.569523509938584
QQP000220,58411,std,E gene,toi,FAM,duplex,E9,21.298925053261083
QQP000221,2805,std,E gene,toi,FAM,duplex,I2,32.56774327270258
QQP000221,114040,std,E gene,toi,FAM,duplex,O18,32.42176339669158
QQP000222,86241,std,E gene,toi,FAM,duplex,A14,32.60589450278558
QQP000222,114051,std,E gene,toi,FAM,duplex,E18,21.72975561627658
QQP000223,30643,std,E gene,toi,FAM,duplex,E6,31.11665298049058
QQP000223,100164,std,E gene,toi,FAM,duplex,G16,19.735186654134584
QQP000224,86274,std,E gene,toi,FAM,duplex,C14,34.306660928099575
QQP000224,127986,std,E gene,toi,FAM,duplex,C20,35.769990810245574
QQP000224,44565,std,E gene,toi,FAM,duplex,I8,34.506941172679575
